Battery_ID,Cycle,Capacity_Ah,SOH,Internal_Resistance_Ohm,Temperature_C,Voltage_Max_V,Voltage_Min_V,Charge_Time_s,Discharge_Time_s,Ambient_Temp_C,RUL
14,110,1.7674,95.271,0.05483,24.74,4.1846,3.172,3787.4,2856.2,25.12,783
14,111,1.7927,96.485,0.05445,25.42,4.1715,3.1737,3750.8,2927.2,25.12,782
14,112,1.7965,96.974,0.05337,26.65,4.1842,3.1683,3803.7,2896.6,25.12,781
14,113,1.7742,95.815,0.05236,24.1,4.1715,3.165,3814.3,2891.7,25.12,780
14,114,1.7861,96.276,0.0565,24.71,4.1783,3.1715,3740.5,2853.9,25.12,779
14,115,1.7705,95.477,0.05577,26.35,4.2,3.182,3726.4,2818.8,25.12,778
14,116,1.7925,96.593,0.05286,27.3,4.1959,3.1824,3807.1,2911.2,25.12,777
14,117,1.7807,96.192,0.05548,25.91,4.1989,3.1638,3779.4,2819.2,25.12,776
14,118,1.7959,96.239,0.0552,26.28,4.1757,3.1604,3839.4,2836.1,25.12,775
14,119,1.7799,95.081,0.05473,25.74,4.1734,3.1722,3746.0,2835.4,25.12,774
14,120,1.7785,96.052,0.0533,25.56,4.1771,3.164,3782.8,2870.2,25.12,773
14,121,1.7754,95.566,0.05392,26.06,4.1733,3.148,3807.3,2900.5,25.12,772
14,122,1.7741,95.911,0.05321,27.23,4.1837,3.1674,3830.9,2883.5,25.12,771
14,123,1.7857,95.824,0.05629,27.76,4.187,3.1667,3800.3,2885.4,25.12,770
14,124,1.7726,95.514,0.054,26.14,4.171,3.1631,3784.3,2897.1,25.12,769
14,125,1.7879,96.168,0.05316,26.96,4.1878,3.1617,3832.3,2890.5,25.12,768
14,126,1.7686,95.021,0.05446,24.6,4.1804,3.1609,3837.3,2876.4,25.12,767
14,127,1.7753,95.85,0.05431,25.89,4.1852,3.1782,3826.7,2817.5,25.12,766
14,128,1.7733,95.426,0.0559,26.14,4.1853,3.1486,3784.6,2878.5,25.12,765
14,129,1.7615,94.604,0.05516,26.38,4.1579,3.1733,3886.5,2838.4,25.12,764
14,130,1.7681,95.331,0.05556,27.5,4.1839,3.161,3853.5,2801.5,25.12,763
14,131,1.7879,95.964,0.05445,28.4,4.188,3.1634,3797.6,2877.2,25.12,762
14,132,1.7744,95.201,0.05431,29.26,4.1808,3.1498,3865.2,2829.4,25.12,761
14,133,1.7668,94.675,0.05765,26.94,4.1842,3.1674,3839.4,2831.5,25.12,760
14,134,1.7696,95.385,0.05495,24.88,4.1872,3.1636,3844.9,2862.6,25.12,759
14,135,1.7554,94.445,0.05581,25.31,4.1774,3.1589,3833.8,2835.6,25.12,758
14,136,1.7515,94.623,0.05564,26.88,4.2011,3.1622,3751.1,2898.5,25.12,757
14,137,1.7726,95.7,0.05589,26.73,4.1685,3.1649,3798.6,2781.9,25.12,756
14,138,1.7702,95.185,0.05506,25.61,4.1825,3.1595,3787.7,2848.0,25.12,755
14,139,1.7751,95.13,0.05603,27.36,4.1592,3.1687,3861.0,2772.1,25.12,754
14,140,1.7567,94.841,0.05623,27.84,4.1691,3.1493,3740.4,2770.1,25.12,753
14,141,1.7575,94.854,0.05517,27.1,4.1786,3.1539,3823.3,2801.2,25.12,752
14,142,1.7607,94.926,0.05597,27.48,4.1679,3.1604,3857.5,2827.6,25.12,751
14,143,1.767,94.925,0.05589,26.35,4.1667,3.1441,3838.1,2856.3,25.12,750
14,144,1.7611,94.611,0.05494,24.32,4.1807,3.1587,3826.3,2864.3,25.12,749
14,145,1.7774,95.601,0.0549,24.34,4.1819,3.1599,3802.6,2808.8,25.12,748
14,146,1.7785,95.56,0.05648,27.69,4.1781,3.1488,3839.7,2854.6,25.12,747
14,147,1.7625,94.881,0.05594,27.6,4.1848,3.1552,3784.3,2888.6,25.12,746
14,148,1.7623,95.02,0.05356,27.3,4.1801,3.1558,3854.1,2882.4,25.12,745
14,149,1.7569,94.349,0.05452,25.04,4.1723,3.172,3809.2,2819.3,25.12,744
14,150,1.7517,94.229,0.05463,25.91,4.1838,3.1512,3858.9,2836.2,25.12,743
14,151,1.756,94.88,0.0557,26.25,4.1719,3.1649,3793.0,2796.3,25.12,742
14,152,1.7662,94.744,0.05374,26.71,4.1727,3.165,3816.4,2813.0,25.12,741
14,153,1.7493,94.354,0.05622,26.98,4.1716,3.1661,3944.0,2788.4,25.12,740
14,154,1.7616,94.888,0.0567,25.84,4.1842,3.1558,3839.1,2825.4,25.12,739
14,155,1.7534,94.706,0.05569,28.11,4.1623,3.1613,3890.7,2816.6,25.12,738
14,156,1.7544,94.513,0.05476,26.27,4.1909,3.1551,3852.1,2779.2,25.12,737
14,157,1.7531,94.733,0.05552,23.27,4.1739,3.1576,3823.1,2793.9,25.12,736
14,158,1.753,94.262,0.05521,28.19,4.1877,3.1563,3916.5,2872.2,25.12,735
14,159,1.7526,94.66,0.05615,26.81,4.1679,3.1756,3882.1,2765.4,25.12,734
14,160,1.7568,94.628,0.05627,26.35,4.1606,3.1659,3930.1,2795.4,25.12,733
14,161,1.7574,94.375,0.05538,27.59,4.1723,3.1469,3836.5,2809.0,25.12,732
14,162,1.7466,94.407,0.05609,23.92,4.1795,3.1624,3830.7,2811.8,25.12,731
14,163,1.7462,94.182,0.05567,26.41,4.1674,3.1569,3923.3,2826.9,25.12,730
14,164,1.7555,94.246,0.05711,27.64,4.1766,3.1584,3891.1,2854.1,25.12,729
14,165,1.7443,94.013,0.0569,26.73,4.1732,3.1626,3828.6,2843.9,25.12,728
14,166,1.7409,93.887,0.05446,26.05,4.1778,3.1554,3858.0,2822.3,25.12,727
14,167,1.7468,94.395,0.05715,27.31,4.1575,3.1695,3858.2,2761.2,25.12,726
14,168,1.7308,93.668,0.05561,25.73,4.1606,3.1498,3931.9,2774.5,25.12,725
14,169,1.7479,94.012,0.05793,26.86,4.1762,3.1611,3892.0,2734.9,25.12,724
14,170,1.7446,93.801,0.05562,25.08,4.1687,3.1579,3894.5,2802.0,25.12,723
14,171,1.7335,93.333,0.0549,27.32,4.175,3.1467,3821.9,2844.3,25.12,722
14,172,1.743,94.154,0.0577,26.71,4.1646,3.1624,3909.3,2821.3,25.12,721
14,173,1.7411,94.1,0.0552,26.19,4.1511,3.1544,3875.7,2798.6,25.12,720
14,174,1.7501,94.591,0.05643,25.31,4.1835,3.141,3956.3,2756.8,25.12,719
14,175,1.7484,94.053,0.05719,25.4,4.1587,3.1464,3909.9,2794.5,25.12,718
14,176,1.7467,94.325,0.05611,26.6,4.1691,3.1566,3933.3,2769.6,25.12,717
14,177,1.7402,93.672,0.05673,28.0,4.1712,3.1484,3955.4,2805.1,25.12,716
14,178,1.7389,94.108,0.05629,28.07,4.1713,3.1495,3811.6,2785.5,25.12,715
14,179,1.7502,94.287,0.05694,26.34,4.1667,3.1505,3908.9,2820.8,25.12,714
14,180,1.7438,94.036,0.05672,25.21,4.1724,3.1296,3829.9,2796.6,25.12,713
14,181,1.7375,93.93,0.05709,26.54,4.181,3.1639,3802.5,2864.1,25.12,712
14,182,1.7487,94.045,0.05624,27.37,4.1731,3.1577,3908.3,2808.7,25.12,711
14,183,1.7342,93.945,0.05633,26.78,4.1656,3.1602,3960.4,2791.1,25.12,710
14,184,1.7393,93.668,0.05508,25.73,4.1606,3.1567,3881.4,2781.1,25.12,709
14,185,1.7344,93.507,0.05877,26.91,4.183,3.1413,3854.2,2818.4,25.12,708
14,186,1.7406,93.6,0.05851,27.02,4.1727,3.1446,3905.5,2792.1,25.12,707
14,187,1.7407,93.696,0.05519,28.63,4.1695,3.1635,3868.6,2760.2,25.12,706
14,188,1.7313,93.382,0.05713,28.11,4.1822,3.1427,3879.2,2809.7,25.12,705
14,189,1.7297,93.004,0.05657,26.28,4.1401,3.1497,3951.5,2730.4,25.12,704
14,190,1.7381,93.504,0.05631,27.34,4.177,3.1486,3928.5,2766.2,25.12,703
14,191,1.7303,93.68,0.05764,28.31,4.1604,3.1388,3972.7,2790.9,25.12,702
14,192,1.7198,92.709,0.05518,26.57,4.1675,3.1524,3910.8,2838.1,25.12,701
14,193,1.7228,93.328,0.05755,26.98,4.1659,3.1565,3944.5,2738.5,25.12,700
14,194,1.7404,93.355,0.05705,25.31,4.1714,3.1426,3914.2,2733.6,25.12,699
14,195,1.7298,93.345,0.05781,28.49,4.1691,3.1359,3884.3,2777.8,25.12,698
14,196,1.7292,93.302,0.05684,27.57,4.1778,3.145,3940.5,2769.4,25.12,697
14,197,1.7279,93.264,0.05747,28.52,4.1706,3.149,3882.1,2782.0,25.12,696
14,198,1.7162,92.281,0.05855,26.25,4.1644,3.1541,3886.4,2785.9,25.12,695
14,199,1.7248,92.766,0.0569,23.6,4.1561,3.1434,3995.6,2756.3,25.12,694
14,200,1.7231,92.744,0.05409,28.44,4.1726,3.139,3951.4,2776.9,25.12,693
14,201,1.7279,92.941,0.05712,27.12,4.1718,3.14,3919.1,2716.9,25.12,692
14,202,1.7074,92.444,0.05761,26.55,4.1543,3.1396,3883.3,2769.8,25.12,691
14,203,1.7388,93.316,0.05712,26.72,4.1479,3.1286,3980.8,2768.3,25.12,690
14,204,1.7231,93.335,0.05724,24.86,4.144,3.1339,4001.9,2727.9,25.12,689
14,205,1.7315,93.35,0.05858,27.77,4.1787,3.1378,3941.2,2763.8,25.12,688
14,206,1.7461,93.829,0.05724,29.4,4.1866,3.1359,3943.4,2742.5,25.12,687
14,207,1.7114,92.148,0.05436,27.07,4.1647,3.1414,3925.3,2739.3,25.12,686
14,208,1.7018,92.058,0.05739,26.92,4.1737,3.137,3892.4,2743.0,25.12,685
14,209,1.7053,91.825,0.05805,28.57,4.1677,3.1302,3909.3,2746.9,25.12,684
14,210,1.709,92.387,0.05691,28.16,4.1684,3.1497,3907.1,2807.9,25.12,683
14,211,1.724,92.771,0.05749,24.04,4.1783,3.144,3899.4,2834.7,25.12,682
14,212,1.717,92.603,0.05661,26.26,4.1483,3.1362,3936.7,2772.8,25.12,681
14,213,1.7005,91.831,0.05638,28.11,4.1709,3.1213,3932.4,2805.5,25.12,680
14,214,1.7211,92.818,0.05808,27.99,4.1817,3.1357,3999.5,2726.4,25.12,679
14,215,1.7114,92.248,0.05784,27.95,4.1629,3.1347,3912.4,2770.9,25.12,678
14,216,1.7178,92.467,0.05811,28.73,4.1749,3.147,3942.2,2694.8,25.12,677
14,217,1.7114,92.223,0.05707,27.74,4.1642,3.1303,4004.3,2762.5,25.12,676
14,218,1.7209,92.419,0.057,26.32,4.1598,3.1442,3964.7,2868.8,25.12,675
14,219,1.7073,91.954,0.05755,27.61,4.1719,3.141,3967.9,2728.1,25.12,674
14,220,1.7231,92.959,0.05472,26.37,4.1869,3.1266,3974.0,2709.4,25.12,673
14,221,1.7217,92.456,0.05743,28.63,4.1737,3.1413,3953.5,2731.2,25.12,672
14,222,1.7004,91.907,0.05851,27.52,4.1669,3.1479,3957.1,2792.4,25.12,671
14,223,1.7082,91.545,0.05792,26.27,4.1614,3.1534,3933.2,2741.7,25.12,670
14,224,1.705,91.746,0.05924,27.47,4.1588,3.1332,3965.7,2758.5,25.12,669
14,225,1.7112,92.472,0.05754,28.87,4.1672,3.1385,3994.2,2641.9,25.12,668
14,226,1.7269,92.357,0.05813,27.48,4.1588,3.1272,3944.6,2770.1,25.12,667
14,227,1.7085,92.277,0.05746,26.42,4.1635,3.1345,3963.3,2690.1,25.12,666
14,228,1.7215,92.664,0.0576,26.21,4.1579,3.1479,4028.0,2706.6,25.12,665
14,229,1.6957,91.803,0.05655,27.33,4.1584,3.1323,3949.5,2743.6,25.12,664
14,230,1.7128,91.993,0.06079,25.89,4.149,3.1518,3968.6,2761.9,25.12,663
14,231,1.6923,91.456,0.05909,25.69,4.1756,3.1438,3945.0,2790.7,25.12,662
14,232,1.7083,92.086,0.05836,24.88,4.1477,3.1428,3983.0,2785.8,25.12,661
14,233,1.7016,91.991,0.05726,26.22,4.155,3.1363,4023.3,2751.2,25.12,660
14,234,1.7153,92.301,0.05791,25.55,4.167,3.1335,4009.0,2700.7,25.12,659
14,235,1.7235,92.413,0.05749,27.62,4.1448,3.126,3944.0,2699.5,25.12,658
14,236,1.6966,91.614,0.05855,25.4,4.1703,3.1233,3974.3,2705.5,25.12,657
14,237,1.7079,92.097,0.05989,27.67,4.1508,3.1315,3980.4,2750.7,25.12,656
14,238,1.7013,91.717,0.0577,27.82,4.1565,3.1262,3942.6,2761.2,25.12,655
14,239,1.6919,91.018,0.05852,26.6,4.1527,3.1333,3963.9,2695.9,25.12,654
14,240,1.7064,91.974,0.05854,26.31,4.1696,3.145,3995.8,2774.9,25.12,653
14,241,1.6997,91.322,0.05819,26.7,4.1735,3.1289,3950.4,2644.0,25.12,652
14,242,1.6934,91.506,0.06057,29.37,4.1294,3.1486,3959.0,2765.5,25.12,651
14,243,1.7124,91.89,0.06043,25.91,4.1487,3.1401,3996.3,2741.3,25.12,650
14,244,1.6989,91.29,0.05737,29.66,4.1837,3.1136,4056.0,2643.6,25.12,649
14,245,1.696,91.626,0.05916,25.81,4.1629,3.1295,3984.4,2726.3,25.12,648
14,246,1.6862,90.673,0.05842,25.46,4.1655,3.1249,3994.6,2723.8,25.12,647
14,247,1.6944,91.292,0.05936,27.0,4.1687,3.1423,3974.9,2687.2,25.12,646
14,248,1.7074,91.533,0.0599,26.26,4.1554,3.1224,4058.7,2725.4,25.12,645
14,249,1.6841,90.845,0.05789,26.87,4.1638,3.1241,4005.2,2719.6,25.12,644
14,250,1.6703,90.445,0.05839,26.29,4.1621,3.1265,4031.8,2726.1,25.12,643
14,251,1.6961,91.517,0.05868,29.78,4.1474,3.1364,4045.2,2723.8,25.12,642
14,252,1.6983,91.494,0.05942,27.64,4.1436,3.1273,3945.6,2729.0,25.12,641
14,253,1.6974,91.188,0.05783,27.5,4.1588,3.1493,4000.2,2680.5,25.12,640
14,254,1.6988,91.075,0.05986,28.18,4.155,3.1267,4069.3,2684.6,25.12,639
14,255,1.6775,90.827,0.05748,28.77,4.1369,3.1447,4001.0,2714.9,25.12,638
14,256,1.6938,91.414,0.05967,26.18,4.1506,3.1327,4029.5,2713.4,25.12,637
14,257,1.6988,91.543,0.06072,27.49,4.1629,3.1354,3994.2,2706.2,25.12,636
14,258,1.6773,90.334,0.05921,28.07,4.1554,3.1456,3948.1,2649.6,25.12,635
14,259,1.6796,90.496,0.0584,26.03,4.1515,3.1128,4032.2,2707.7,25.12,634
14,260,1.6811,90.334,0.05787,26.8,4.1586,3.1279,3956.7,2712.1,25.12,633
14,261,1.6946,90.786,0.05984,29.22,4.1467,3.1112,4073.9,2707.0,25.12,632
14,262,1.704,91.499,0.06034,28.01,4.1474,3.1165,3941.4,2671.0,25.12,631
14,263,1.6836,90.727,0.05933,24.92,4.1578,3.1417,3992.3,2633.4,25.12,630
14,264,1.6686,90.064,0.05897,27.71,4.1633,3.1164,4004.8,2623.8,25.12,629
14,265,1.685,90.883,0.05913,29.05,4.1564,3.1426,4056.7,2670.8,25.12,628
14,266,1.6728,90.169,0.06042,25.82,4.1491,3.1171,4011.6,2702.7,25.12,627
14,267,1.6836,90.659,0.05804,28.35,4.1651,3.1228,3994.5,2718.5,25.12,626
14,268,1.6925,91.08,0.05875,26.24,4.1606,3.1093,3976.3,2693.3,25.12,625
14,269,1.6974,91.137,0.05989,25.02,4.1302,3.123,4104.4,2648.0,25.12,624
14,270,1.6873,90.817,0.05897,27.04,4.1378,3.1288,4009.2,2716.5,25.12,623
14,271,1.6755,90.345,0.05747,27.89,4.1596,3.1367,4003.2,2692.0,25.12,622
14,272,1.6745,90.558,0.05899,26.13,4.1433,3.1199,4010.9,2679.5,25.12,621
14,273,1.6849,90.612,0.06044,27.24,4.149,3.1113,4068.2,2718.1,25.12,620
14,274,1.6875,90.826,0.05922,26.27,4.1406,3.1037,4083.0,2693.1,25.12,619
14,275,1.6926,91.222,0.05977,28.02,4.1598,3.1163,4041.8,2707.5,25.12,618
14,276,1.6824,90.886,0.05995,27.7,4.1509,3.1328,4136.3,2690.1,25.12,617
14,277,1.6616,89.901,0.05971,28.73,4.1514,3.125,4124.8,2700.2,25.12,616
14,278,1.6675,90.199,0.06062,28.28,4.1616,3.1096,4047.0,2696.3,25.12,615
14,279,1.6629,89.552,0.06094,26.85,4.1637,3.1222,4053.8,2711.3,25.12,614
14,280,1.6609,89.829,0.05962,28.02,4.1565,3.1248,4021.7,2689.8,25.12,613
14,281,1.6786,90.023,0.06081,28.26,4.151,3.1178,4044.1,2680.6,25.12,612
14,282,1.671,90.419,0.05945,29.14,4.1469,3.1126,4097.5,2688.5,25.12,611
14,283,1.6751,90.079,0.0597,27.69,4.1534,3.1175,4043.1,2632.1,25.12,610
14,284,1.6638,89.753,0.05815,28.38,4.155,3.1353,4005.2,2625.5,25.12,609
14,285,1.6699,90.29,0.06001,27.38,4.1674,3.1197,4057.3,2673.6,25.12,608
14,286,1.6594,89.534,0.05899,28.46,4.1589,3.1115,4050.8,2670.0,25.12,607
14,287,1.66,89.287,0.05905,25.66,4.1524,3.1257,4098.7,2681.0,25.12,606
14,288,1.6711,89.532,0.06022,26.59,4.1613,3.1223,4145.7,2723.3,25.12,605
14,289,1.6572,89.609,0.05969,24.93,4.1518,3.1289,4067.0,2679.3,25.12,604
14,290,1.6788,90.039,0.06039,27.45,4.1456,3.1348,4044.0,2733.1,25.12,603
14,291,1.6582,89.561,0.06069,28.02,4.1345,3.1255,3995.6,2730.4,25.12,602
14,292,1.6551,89.088,0.06083,28.89,4.1366,3.1235,4028.1,2666.7,25.12,601
14,293,1.6517,88.844,0.06163,27.4,4.1517,3.1242,4086.1,2591.5,25.12,600
14,294,1.6517,89.093,0.06047,27.18,4.1516,3.1278,4059.6,2610.2,25.12,599
14,295,1.6719,89.743,0.06068,27.2,4.1487,3.1126,4087.3,2568.8,25.12,598
14,296,1.6612,89.545,0.06133,26.07,4.1388,3.1207,4129.4,2646.2,25.12,597
14,297,1.6551,89.377,0.0605,26.62,4.1368,3.1223,4044.1,2677.5,25.12,596
14,298,1.6644,89.407,0.05941,28.74,4.15,3.1018,4051.8,2622.0,25.12,595
14,299,1.6575,89.552,0.0593,27.31,4.159,3.1175,4070.6,2671.9,25.12,594
14,300,1.6604,88.968,0.06222,27.24,4.1505,3.1148,4062.3,2683.4,25.12,593
14,301,1.645,88.729,0.06109,29.66,4.1629,3.1087,4053.2,2628.5,25.12,592
14,302,1.6696,89.846,0.06346,28.55,4.1659,3.1143,4053.2,2740.1,25.12,591
14,303,1.6479,88.708,0.06076,27.1,4.1525,3.1134,4053.0,2591.3,25.12,590
14,304,1.6549,89.375,0.06015,26.82,4.1407,3.1132,4039.5,2629.0,25.12,589
14,305,1.6622,89.39,0.06021,26.94,4.1604,3.1184,4111.4,2690.6,25.12,588
14,306,1.6664,89.542,0.05897,27.14,4.1348,3.1276,4078.4,2608.8,25.12,587
14,307,1.6589,89.211,0.06125,27.86,4.1602,3.1105,4034.0,2622.4,25.12,586
14,308,1.6528,88.876,0.06175,26.95,4.1266,3.1333,4104.1,2555.0,25.12,585
14,309,1.6412,88.362,0.06034,29.36,4.1429,3.1127,4074.0,2630.9,25.12,584
14,310,1.6588,89.005,0.0612,27.99,4.1554,3.1263,4046.5,2608.9,25.12,583
14,311,1.6525,89.027,0.06032,25.55,4.1449,3.1167,4159.1,2635.4,25.12,582
14,312,1.6464,88.911,0.06097,27.31,4.1532,3.1172,4159.7,2644.4,25.12,581
14,313,1.6468,89.087,0.06134,28.81,4.1486,3.1119,4097.6,2697.8,25.12,580
14,314,1.6431,88.182,0.06144,27.34,4.1526,3.1162,4066.8,2673.2,25.12,579
14,315,1.6459,88.879,0.06261,28.67,4.151,3.1222,4109.3,2664.4,25.12,578
14,316,1.6508,89.081,0.06095,27.4,4.1609,3.0968,4123.8,2683.3,25.12,577
14,317,1.6382,88.236,0.06235,27.53,4.1482,3.1091,4073.3,2612.3,25.12,576
14,318,1.6337,88.426,0.06262,28.5,4.1428,3.1062,4095.9,2596.0,25.12,575
14,319,1.638,88.49,0.06191,25.74,4.1484,3.1019,4150.8,2618.1,25.12,574
14,320,1.6442,88.749,0.06254,26.49,4.1396,3.1006,4113.3,2627.4,25.12,573
14,321,1.6294,88.065,0.06016,26.23,4.1392,3.1275,4123.2,2596.0,25.12,572
14,322,1.6335,88.425,0.05981,26.98,4.1332,3.1184,4194.9,2655.9,25.12,571
14,323,1.6368,88.178,0.06186,28.49,4.1607,3.0976,4126.9,2618.1,25.12,570
14,324,1.6316,88.321,0.05992,29.57,4.1541,3.0979,4050.1,2620.2,25.12,569
14,325,1.6326,88.388,0.06347,29.52,4.1346,3.1221,4133.2,2646.8,25.12,568
14,326,1.6374,88.045,0.06367,29.45,4.1526,3.0902,4159.8,2635.1,25.12,567
14,327,1.6322,88.018,0.06139,28.69,4.1306,3.109,4189.3,2636.9,25.12,566
14,328,1.6325,87.876,0.06199,25.58,4.148,3.1083,4066.1,2690.9,25.12,565
14,329,1.6397,88.393,0.06068,28.2,4.1489,3.1212,4125.9,2559.1,25.12,564
14,330,1.6367,88.199,0.06322,28.42,4.1484,3.1021,4146.3,2578.4,25.12,563
14,331,1.6422,88.259,0.0616,29.41,4.1583,3.1187,4136.2,2573.5,25.12,562
14,332,1.6317,87.757,0.06192,28.02,4.1389,3.1072,4080.2,2583.9,25.12,561
14,333,1.6376,88.037,0.06265,25.77,4.1282,3.1139,4141.1,2633.6,25.12,560
14,334,1.6275,87.831,0.06098,24.9,4.1327,3.0958,4101.5,2568.4,25.12,559
14,335,1.6262,87.675,0.0623,24.67,4.1343,3.0972,4078.9,2650.4,25.12,558
14,336,1.6273,87.56,0.06099,29.65,4.1351,3.0967,4134.4,2664.8,25.12,557
14,337,1.6331,88.162,0.06199,27.44,4.1582,3.1134,4141.8,2611.2,25.12,556
14,338,1.6274,87.673,0.06242,29.21,4.1389,3.0839,4172.7,2577.4,25.12,555
14,339,1.63,88.227,0.06221,27.91,4.1386,3.1196,4117.4,2655.7,25.12,554
14,340,1.6405,88.722,0.06101,27.97,4.1406,3.1159,4192.3,2580.6,25.12,553
14,341,1.6225,87.501,0.06217,26.8,4.1301,3.097,4131.6,2584.1,25.12,552
14,342,1.6123,86.974,0.06068,28.26,4.1299,3.1075,4144.5,2654.7,25.12,551
14,343,1.6297,87.853,0.06196,28.25,4.1364,3.1014,4132.6,2582.2,25.12,550
14,344,1.6226,87.517,0.062,28.86,4.1513,3.0974,4098.0,2626.6,25.12,549
14,345,1.6458,88.525,0.06175,28.47,4.1435,3.103,4120.1,2633.6,25.12,548
14,346,1.6253,87.306,0.06266,29.91,4.149,3.0798,4101.4,2595.5,25.12,547
14,347,1.6362,88.256,0.06077,29.17,4.158,3.0948,4138.1,2657.2,25.12,546
14,348,1.6102,87.036,0.0611,28.43,4.1386,3.0965,4196.0,2623.4,25.12,545
14,349,1.6353,88.088,0.06299,26.87,4.1485,3.1099,4130.9,2613.6,25.12,544
14,350,1.6277,87.569,0.0632,28.46,4.1528,3.0908,4129.7,2581.9,25.12,543
14,351,1.6185,87.127,0.06195,27.9,4.1377,3.1041,4165.7,2601.9,25.12,542
14,352,1.6101,87.241,0.06306,27.33,4.1437,3.1014,4256.0,2478.8,25.12,541
14,353,1.6185,87.096,0.06075,28.22,4.1239,3.1011,4170.6,2613.2,25.12,540
14,354,1.618,87.429,0.06245,28.67,4.1314,3.1106,4193.1,2518.4,25.12,539
14,355,1.6151,87.29,0.06044,27.6,4.1365,3.1218,4150.4,2583.8,25.12,538
14,356,1.6198,87.364,0.06272,27.43,4.1291,3.0943,4122.1,2604.6,25.12,537
14,357,1.6154,87.169,0.06305,27.56,4.1098,3.0944,4204.6,2618.9,25.12,536
14,358,1.6055,86.664,0.06322,26.49,4.1364,3.1025,4231.7,2558.9,25.12,535
14,359,1.6024,86.551,0.06491,28.66,4.1515,3.0989,4145.3,2533.4,25.12,534
14,360,1.6162,86.89,0.06124,29.16,4.1275,3.0957,4176.3,2599.1,25.12,533
14,361,1.6158,86.92,0.06227,28.76,4.1387,3.1004,4187.5,2569.6,25.12,532
14,362,1.6262,87.464,0.06279,27.65,4.1629,3.1136,4142.0,2596.8,25.12,531
14,363,1.6257,87.46,0.06265,27.58,4.1434,3.0889,4168.6,2550.7,25.12,530
14,364,1.6239,87.13,0.06221,27.87,4.1514,3.0924,4072.6,2644.7,25.12,529
14,365,1.6241,87.29,0.0631,28.25,4.1196,3.0953,4177.4,2564.0,25.12,528
14,366,1.6237,87.079,0.06268,28.1,4.1532,3.0892,4187.3,2569.1,25.12,527
14,367,1.6036,86.493,0.06246,29.29,4.135,3.0942,4209.1,2547.4,25.12,526
14,368,1.617,86.408,0.06277,28.64,4.1351,3.0816,4171.2,2521.1,25.12,525
14,369,1.6159,86.952,0.06344,27.2,4.1176,3.0736,4209.5,2548.7,25.12,524
14,370,1.6023,86.185,0.06376,28.31,4.1316,3.0938,4241.8,2605.6,25.12,523
14,371,1.6073,86.566,0.06747,30.93,4.1377,3.11,4212.0,2621.5,25.12,522
14,372,1.606,86.334,0.06399,28.38,4.1329,3.0978,4144.3,2545.5,25.12,521
14,373,1.6072,86.364,0.06352,29.2,4.1488,3.0841,4264.9,2596.8,25.12,520
14,374,1.6,85.996,0.06361,28.93,4.1276,3.0949,4228.5,2560.8,25.12,519
14,375,1.5941,85.982,0.06343,28.23,4.1556,3.1023,4232.4,2565.5,25.12,518
14,376,1.6103,86.299,0.06275,28.56,4.1359,3.0808,4223.7,2596.6,25.12,517
14,377,1.5987,86.211,0.06234,30.64,4.1409,3.1076,4191.2,2578.8,25.12,516
14,378,1.5892,85.778,0.06523,28.99,4.1332,3.0758,4216.8,2538.7,25.12,515
14,379,1.6022,86.706,0.06413,27.97,4.126,3.0957,4283.8,2583.3,25.12,514
14,380,1.602,86.452,0.06469,28.94,4.1164,3.1012,4222.3,2548.3,25.12,513
14,381,1.6072,86.786,0.06278,28.31,4.1401,3.0872,4174.3,2543.6,25.12,512
14,382,1.6054,86.047,0.06127,29.58,4.1152,3.0921,4172.0,2488.0,25.12,511
14,383,1.6135,86.734,0.06341,28.68,4.1278,3.088,4189.1,2527.8,25.12,510
14,384,1.6044,86.081,0.06398,28.9,4.1254,3.0968,4118.7,2519.9,25.12,509
14,385,1.5876,85.634,0.06313,28.02,4.1349,3.0935,4273.5,2514.0,25.12,508
14,386,1.5911,85.756,0.06376,28.59,4.1532,3.1002,4276.4,2563.3,25.12,507
14,387,1.5851,86.084,0.06353,28.16,4.1317,3.1012,4169.7,2587.1,25.12,506
14,388,1.6021,86.259,0.06432,26.39,4.1382,3.076,4237.8,2493.6,25.12,505
14,389,1.5871,85.641,0.06323,28.76,4.1411,3.1145,4197.6,2545.0,25.12,504
14,390,1.5884,85.881,0.06157,27.38,4.1281,3.0862,4168.6,2526.2,25.12,503
14,391,1.5878,85.804,0.06432,26.47,4.1363,3.0875,4230.8,2553.8,25.12,502
14,392,1.5853,85.954,0.06335,29.1,4.1384,3.0815,4185.8,2558.9,25.12,501
14,393,1.5904,85.994,0.06235,28.06,4.1253,3.0903,4283.7,2483.8,25.12,500
14,394,1.5862,85.692,0.06439,29.49,4.1236,3.0994,4263.6,2524.9,25.12,499
14,395,1.5888,85.999,0.06556,28.57,4.1449,3.0821,4168.3,2548.9,25.12,498
14,396,1.5807,85.363,0.06392,29.51,4.1357,3.0983,4225.1,2583.4,25.12,497
14,397,1.5893,85.949,0.06435,28.54,4.124,3.0932,4251.5,2554.2,25.12,496
14,398,1.5687,85.14,0.06339,28.17,4.1364,3.0601,4261.2,2558.9,25.12,495
14,399,1.5978,85.892,0.06267,27.47,4.1295,3.0853,4199.7,2532.2,25.12,494
14,400,1.5916,85.689,0.06397,29.03,4.1292,3.0923,4257.3,2494.2,25.12,493
